gene_name	Marques-Coelho_MSSB_BA36	Marques-Coelho_MSSB_BA22	Felsky_et_al	Li_et_al	Das_et_al	Marques-Coelho_MAYO	King_et_al	Piras_et_al	Cho_et_al	upregulated_count	downregulated_count
P4HTM	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
PAAF1	missing	missing	downregulated	missing	missing	downregulated	missing	missing	missing	0	2
PABIR2	missing	missing	missing	missing	missing	missing	downregulated	missing	missing	0	1
PABPC1L	missing	missing	upregulated	missing	missing	missing	missing	upregulated	missing	2	0
PABPC1L2A	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
PABPC1L2B	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
PABPC1P11	downregulated	missing	missing	missing	missing	missing	missing	missing	missing	0	1
PABPC4L	upregulated	upregulated	upregulated	missing	missing	upregulated	missing	missing	upregulated	5	0
PACRG-AS3	missing	missing	missing	missing	missing	missing	downregulated	missing	missing	0	1
PACS2	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
PACSIN1	downregulated	missing	downregulated	missing	missing	missing	missing	downregulated	downregulated	0	4
PACSIN3	missing	missing	missing	missing	missing	missing	missing	upregulated	missing	1	0
PADI2	upregulated	upregulated	missing	missing	missing	missing	missing	upregulated	missing	3	0
PAFAH1B1	missing	missing	missing	missing	missing	missing	missing	downregulated	missing	0	1
PAFAH1B2	missing	missing	missing	missing	downregulated	missing	missing	missing	missing	0	1
PAFAH1B2P2	missing	missing	missing	missing	missing	downregulated	missing	missing	downregulated	0	2
PAFAH1B3	missing	missing	missing	upregulated	missing	missing	missing	missing	missing	1	0
PAFAH2	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
PAGR1	upregulated	missing	missing	upregulated	upregulated	missing	missing	missing	missing	3	0
PAICSP6	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
PAIP2	missing	missing	missing	missing	downregulated	missing	missing	missing	missing	0	1
PAIP2B	upregulated	missing	missing	missing	missing	downregulated	missing	missing	upregulated	2	1
PAK1	downregulated	downregulated	missing	missing	missing	missing	missing	downregulated	downregulated	0	4
PAK2	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
PAK3	missing	missing	missing	missing	missing	missing	missing	downregulated	downregulated	0	2
PAK4	missing	missing	missing	missing	missing	missing	missing	upregulated	missing	1	0
PAK6	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
PALB2	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PALD1	upregulated	missing	missing	missing	missing	missing	missing	missing	upregulated	2	0
PALLD	upregulated	missing	upregulated	missing	missing	upregulated	missing	missing	upregulated	4	0
PALM2AKAP2	missing	missing	downregulated	downregulated	missing	missing	missing	missing	missing	0	2
PALM3	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
PALS2	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
PAM	missing	missing	missing	missing	missing	missing	missing	downregulated	missing	0	1
PANK3	missing	missing	missing	downregulated	missing	missing	missing	downregulated	missing	0	2
PANTR1	missing	missing	missing	missing	missing	missing	missing	upregulated	missing	1	0
PANX1	missing	missing	missing	missing	downregulated	missing	missing	downregulated	missing	0	2
PANX2	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PAPLN	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
PAPLN-AS1	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PAPOLA	missing	missing	upregulated	missing	missing	missing	missing	missing	upregulated	2	0
PAPOLA-DT	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
PAPOLB	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
PAPPA	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PAPSS2	upregulated	missing	missing	missing	missing	upregulated	missing	missing	missing	2	0
PAQR5	upregulated	upregulated	missing	missing	missing	upregulated	missing	missing	upregulated	4	0
PAQR6	missing	missing	downregulated	missing	missing	downregulated	missing	missing	missing	0	2
PAQR8	upregulated	missing	missing	missing	missing	missing	missing	missing	upregulated	2	0
PAQR9	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
PARAIL	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PARD3	upregulated	missing	missing	missing	missing	upregulated	missing	missing	upregulated	3	0
PARD3-DT	missing	missing	missing	downregulated	missing	missing	missing	missing	missing	0	1
PARD3B	upregulated	missing	upregulated	missing	missing	upregulated	missing	missing	upregulated	4	0
PARD6B	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PARD6G	missing	missing	missing	missing	missing	missing	missing	upregulated	upregulated	2	0
PARGP1	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PARM1	downregulated	missing	missing	missing	missing	missing	missing	downregulated	downregulated	0	3
PARP10	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
PARP12	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
PARP14	upregulated	upregulated	missing	missing	missing	missing	missing	missing	upregulated	3	0
PARP16	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
PARP2	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PARP4	upregulated	missing	upregulated	missing	missing	missing	missing	missing	upregulated	3	0
PARP8	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PARP9	upregulated	missing	missing	missing	missing	missing	missing	missing	upregulated	2	0
PART1	missing	missing	missing	downregulated	missing	missing	missing	downregulated	downregulated	0	3
PARVA	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
PARVG	upregulated	upregulated	missing	missing	missing	missing	missing	missing	upregulated	3	0
PATE3	downregulated	missing	missing	missing	missing	missing	missing	missing	missing	0	1
PATL1	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
PAWR	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PAWRP2	upregulated	missing	missing	missing	missing	downregulated	missing	missing	missing	1	1
PAX5	missing	upregulated	missing	missing	missing	missing	missing	missing	downregulated	1	1
PAX6	upregulated	missing	upregulated	missing	missing	upregulated	missing	missing	upregulated	4	0
PAX7	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
PAXBP1	missing	missing	missing	missing	missing	missing	downregulated	upregulated	upregulated	2	1
PAXIP1-AS2	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
PAXX	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
PBOV1	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PBX1	missing	missing	missing	missing	missing	missing	missing	downregulated	missing	0	1
PBX3	upregulated	missing	upregulated	missing	missing	missing	missing	missing	upregulated	3	0
PBX4	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
PBXIP1	upregulated	missing	upregulated	missing	missing	upregulated	missing	missing	upregulated	4	0
PC	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
PCA3	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PCAT18	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
PCAT19	missing	missing	upregulated	missing	upregulated	missing	missing	missing	missing	2	0
PCBD1	missing	missing	upregulated	missing	missing	missing	missing	upregulated	missing	2	0
PCBD2	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PCBP1	missing	missing	missing	missing	missing	missing	missing	upregulated	missing	1	0
PCBP1-AS1	missing	missing	missing	missing	missing	missing	missing	upregulated	missing	1	0
PCBP4	missing	missing	missing	missing	missing	downregulated	missing	missing	missing	0	1
PCCB	missing	missing	downregulated	missing	missing	missing	missing	downregulated	missing	0	2
PCDH10	missing	missing	missing	downregulated	missing	missing	missing	downregulated	missing	0	2
PCDH11X	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
PCDH11Y	missing	missing	missing	missing	missing	missing	missing	downregulated	missing	0	1
PCDH15	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDH17	missing	missing	missing	downregulated	missing	missing	missing	downregulated	missing	0	2
PCDH18	upregulated	missing	upregulated	missing	missing	upregulated	missing	missing	missing	3	0
PCDH19	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
PCDH20	downregulated	downregulated	missing	missing	downregulated	missing	missing	missing	missing	0	3
PCDH7	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
PCDH8	downregulated	downregulated	downregulated	missing	missing	downregulated	missing	missing	downregulated	0	5
PCDH9-AS1	missing	missing	missing	downregulated	missing	missing	missing	missing	missing	0	1
PCDH9-AS4	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PCDHA10	missing	missing	missing	missing	missing	upregulated	missing	missing	missing	1	0
PCDHA13	missing	missing	missing	missing	missing	downregulated	missing	missing	upregulated	1	1
PCDHA4	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHA5	missing	missing	missing	missing	missing	missing	missing	downregulated	missing	0	1
PCDHA6	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHA7	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHAC2	downregulated	missing	missing	missing	missing	missing	missing	downregulated	downregulated	0	3
PCDHB10	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHB12	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHB15	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHB17P	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PCDHB18P	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHB19P	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHB2	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHB3	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHB4	missing	missing	missing	missing	missing	upregulated	missing	missing	missing	1	0
PCDHB7	missing	missing	missing	missing	missing	upregulated	missing	missing	upregulated	2	0
PCDHB8	missing	missing	missing	missing	missing	upregulated	missing	missing	missing	1	0
PCDHB9	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCDHGA10	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
PCDHGA12	missing	missing	upregulated	missing	missing	upregulated	missing	missing	missing	2	0
PCDHGA6	missing	missing	missing	upregulated	missing	missing	missing	missing	missing	1	0
PCDHGB2	missing	missing	missing	missing	missing	upregulated	missing	missing	missing	1	0
PCDHGB7	upregulated	missing	upregulated	missing	missing	missing	missing	missing	missing	2	0
PCDHGB8P	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PCDHGC4	missing	missing	downregulated	missing	missing	missing	missing	downregulated	missing	0	2
PCDHGC5	downregulated	missing	missing	missing	downregulated	missing	missing	downregulated	downregulated	0	4
PCED1B-AS1	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PCF11	missing	missing	missing	missing	upregulated	missing	missing	missing	upregulated	2	0
PCGF3	missing	missing	downregulated	missing	missing	missing	missing	missing	missing	0	1
PCGF5	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PCK1	upregulated	upregulated	missing	missing	missing	missing	missing	missing	missing	2	0
PCLO	downregulated	missing	missing	downregulated	missing	missing	missing	downregulated	downregulated	0	4
PCM1	missing	missing	missing	missing	missing	missing	missing	missing	upregulated	1	0
PCMT1	downregulated	missing	missing	missing	downregulated	missing	missing	missing	downregulated	0	3
PCMTD1	missing	missing	upregulated	missing	missing	missing	missing	missing	missing	1	0
PCMTD2	missing	missing	missing	missing	upregulated	missing	missing	missing	missing	1	0
PCNX2	missing	missing	downregulated	missing	missing	missing	missing	downregulated	missing	0	2
PCOLCE	upregulated	missing	upregulated	missing	missing	upregulated	missing	upregulated	upregulated	5	0
PCOLCE2	missing	missing	missing	missing	missing	upregulated	missing	missing	missing	1	0
PCOTH	missing	missing	missing	missing	missing	missing	missing	missing	downregulated	0	1
PCP4	downregulated	missing	missing	missing	missing	downregulated	upregulated	missing	downregulated	1	3
PCP4L1	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
PCSK1	downregulated	downregulated	downregulated	missing	missing	downregulated	missing	downregulated	downregulated	0	6
PCSK1N	missing	missing	downregulated	missing	downregulated	missing	missing	missing	downregulated	0	3
PCSK2	downregulated	missing	missing	missing	missing	missing	missing	missing	downregulated	0	2
PCSK5	upregulated	missing	missing	missing	missing	missing	missing	missing	missing	1	0
